Age,Attrition,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,AverageSatisfaction,IncomePerExperienceYear,HighRiskProfile,LogMonthlyIncome,JobHopRate,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,AgeGroup_26-35,AgeGroup_36-45,AgeGroup_46-55,AgeGroup_56-60
0.4463504035345031,1,0.7425265337769018,-1.0109093429124179,-0.8916882501868245,-0.6605306743650393,0,1.3831382668932737,0.3796721288811475,-0.05778754527941421,1.1532535902386967,-0.10834951351067117,0.7260199409380492,2.1251359240839385,1,-1.1505541015749308,3,-1.584178240646517,-0.9320143892374165,-0.42164245835933756,-2.171981830933257,-2.4938204216722384,-0.16461310905422863,-0.063295899399149,-0.6791456840737199,0.24583399463483546,-1.4455905142848562,0.06360562055174071,0,0.21955262622957786,2.0735674983145658,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1.3223652142096962,0,-1.2977746019136118,-0.14714972001373974,-1.8684257522543597,0.2546249253678617,1,-0.2406767700620191,-1.0261667362455194,-0.05778754527941421,-0.6608531809232983,-0.29171858995657424,1.4888761391146892,-0.6780493930322936,0,2.1293060069870897,4,1.1914379855160337,0.24198831185855807,-0.16451140099023315,0.1557070814399298,0.33809616377248186,0.48850772848886465,0.7649976209279952,-0.3687152874355457,0.8065414765793012,0.5320903195901912,-0.42309290141398315,0,-0.014534645022911206,-0.637705676568175,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0.008342998196906572,1,1.4143632382387843,-0.8875151110697495,-0.8916882501868245,1.1697805251007627,1,1.2847252343505287,-1.0261667362455194,-0.9614863916702531,0.24620020465769926,-0.9376536912260358,-1.6748408610979753,1.3242258334793007,1,-0.057267398720923963,3,-0.6589728319256667,-0.9320143892374165,-0.5502079870438897,0.1557070814399298,0.33809616377248186,-1.1442943653688686,-1.1676872598353414,-0.6791456840737199,-1.1559347102263289,0.5320903195901912,-0.8650709587205258,0,-1.3663995868150571,1.6016686862305445,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
-0.42966440714069,0,1.4614661806180305,-0.7641208792270812,1.0617867539482457,1.1697805251007627,0,-0.4867093514188816,0.3796721288811475,-0.9614863916702531,0.24620020465769926,-0.7636336754564013,1.2432105837696696,-0.6780493930322936,1,-1.1505541015749308,3,0.26623257679518353,-0.9320143892374165,-0.42164245835933756,0.1557070814399298,0.33809616377248186,0.16194730971731802,0.7649976209279952,0.2521455058408027,-1.1559347102263289,1.026510528058953,-0.7309831786765771,1,-0.8686079588075406,-0.5690658493559537,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
-1.0866755151470848,0,-0.5242947060017769,-0.8875151110697495,-1.8684257522543597,-1.5756862740979403,1,-1.2740136117608418,0.3796721288811475,-0.9614863916702531,-0.6608531809232983,-0.6448581091374443,0.3258998974213038,2.5255909693862573,0,-0.8772324258614291,3,1.1914379855160337,0.24198831185855807,-0.678773515728442,0.1557070814399298,0.33809616377248186,-0.8177339465973219,-0.6154915796172451,-0.058284890797371494,-0.5952272282818631,-0.4567500973473325,-0.28911554227042763,1,-0.6039854963323746,3.421849818554627,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
-0.5391662584750891,0,0.5020536174196967,-0.8875151110697495,-0.8916882501868245,1.1697805251007627,1,0.645040522822686,0.3796721288811475,-0.9614863916702531,1.1532535902386967,-0.7298495698307945,-0.34419928329096944,-1.0785044383346125,0,-0.6039107501479274,3,0.26623257679518353,-0.9320143892374165,-0.42164245835933756,-0.6201892226844657,-1.0778621289498782,-0.0013328996684553085,0.7649976209279952,0.2521455058408027,0.5261877356070683,1.026510528058953,-0.6900170246307592,1,-0.7884896898513185,-0.9465848990231709,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
2.4173837275536876,0,1.2928872289449382,-0.7641208792270812,0.08504925188071055,0.2546249253678617,0,0.743453555365431,1.7855109940078144,-0.9614863916702531,-1.5679065665042957,-0.814416073220678,-0.6112270608399039,0.523315742874663,1,1.3093409798465847,4,-1.584178240646517,2.5899937140505074,0.09261965637887129,0.1557070814399298,-1.0778621289498782,-0.9810141559830953,-1.1676872598353414,-0.6791456840737199,-1.1559347102263289,-1.940010722753618,-1.0218686372786427,0,-0.9976771639926619,0.0988524692860458,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
-0.7581699611438873,0,1.3771767047814845,1.827157989468953,-1.8684257522543597,1.1697805251007627,1,0.05456232756621595,0.3796721288811475,-0.9614863916702531,0.24620020465769926,-0.8095290642308104,-0.1374635670938734,-0.6780493930322936,0,1.855984331273588,4,-0.6589728319256667,0.24198831185855807,-1.3216011591512031,-0.6201892226844657,0.33809616377248186,-0.9810141559830953,-1.1676872598353414,-0.6791456840737199,-1.1559347102263289,0.5320903195901912,4.070301605246803,1,-0.9847638439687678,0.7522508244793061,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.11784484953130571,0,-1.4539580424342708,1.7037637576262845,0.08504925188071055,1.1697805251007627,1,-1.0771875466753518,-1.0261667362455194,0.8459113011114247,0.24620020465769926,0.6423375630633446,-0.7766437419846911,-1.0785044383346125,0,1.5826626555600865,4,-0.6589728319256667,-0.9320143892374165,-0.16451140099023315,-0.6201892226844657,0.33809616377248186,0.32522751910309133,0.7649976209279952,-0.3687152874355457,1.086895217551534,0.5320903195901912,0.4830062844245863,0,0.9172578379267879,-0.9465848990231709,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
-0.10115885313749257,0,1.230909673182772,2.197340684996958,0.08504925188071055,0.2546249253678617,1,1.3831382668932737,0.3796721288811475,-0.05778754527941421,0.24620020465769926,-0.2689833742211031,0.31817014596593995,1.3242258334793007,0,-0.6039107501479274,3,-0.6589728319256667,1.4159910129545328,0.7354472998016324,0.1557070814399298,-1.0778621289498782,-0.0013328996684553085,0.7649976209279952,1.4938670923934996,0.8065414765793012,-0.4567500973473325,-0.8455156337724876,0,0.016543945445018745,0.1859722499784804,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
